"manufacturer" "model" "description" "euro_standard" "transmission_type" "engine_capacity" "fuel_type" "urban_metric" "extra_urban_metric" "combined_metric" "noise_level" "co2" "co_emissions" "nox_emissions"
"Mercedes-Benz" "CLS-Class Model Year 2010" "CLS Grand Edition with 275/35 18\" or 285/30 19\" rear wheels" "4" "Automatic" 2987 "Diesel" 11 6.4 8.1 70 215 31 203
"Vauxhall" "Vectra, Model Year 2001" "2.6i V6 24v Hatch (exc. GSi)" "3" "Manual" 2597 "Petrol" 14.1 7.3 9.8 74 236 1279 26
"Honda" "Civic Hybrid Model Year 2010" "1.4 IMA ES Leather Saloon" "5" "Automatic" 1339 "Hybrid" 5.2 4.3 4.6 68 109 190 12
"Mercedes-Benz" "C-Class (204) Estate Model Year 2009" "C 180 BlueEFFICIENCY 255 Tyres at rear" "4" "Automatic" 1597 "Petrol" 10.8 6.2 7.9 73 187 335 8
"Morgan Motor Company" "4/4 3000" "Roadster" "4" "Manual" 2967 "Petrol" 14.8 6.7 9.8 74 225 244 20
"Volkswagen" "Passat Estate" "2.0 CR TDI (110 PS) BlueMotion" "5" "Manual" 1968 "Diesel" 6.3 4.1 4.9 71 129 236.4 123.4
"Honda" "Civic 3 Door" "1.6i VTEC SE" "3" "Automatic" 1590 "Petrol" 9.6 5.7 7.1 71.6 169 606 51
"BMW" "1 Series E81/E82/E87/E88" "123d Coupé" "5" "Manual" 1995 "Diesel" 6.4 4.3 5.1 73 134 33 132
"Mercedes-Benz" "E-Class Cabriolet, Model Year 2011" "E 250 CDI with 18\" & 19\" rear wheels" "5" "Manual" 2143 "Diesel" 7.4 4.9 5.8 72 153 241 155
"Saab" "9-3 Saloon Model Year 2009" "1.8i (122ps)" "4" "Manual" 1796 "Petrol" 10.6 5.9 7.7 73 183 470 20
"Vauxhall" "Vectra, MY2004" "1.8i 16v LS 5 Door Estate From VIN: W0L0ZCF3541044224" "4" "Manual" 1796 "Petrol" 11 6.1 7.9 72 190 648 9
"Honda" "Accord 4 Door (2001 YM)" "2.3i Type - V (with Sat Nav)" "3" "Manual" 2254 "Petrol" 11.9 7 8.8 73 209 633 39
"Toyota" "Prius Model Year 2009" "TSpirit 1.8VVT-i hybrid E-CVT" "5" "Automatic" 1798 "Hybrid" 4 3.8 4 69 92 258 5.8
"Nissan" "Primera" "2.0 16V" "4" "Automatic" 1998 "Petrol" 11.9 7 8.8 70 209 510 10
"Chevrolet" "Cruze MY2012" "2.0VCDi (163PS) Auto Hatchback" "5" "Automatic" 1998 "Diesel" 8.7 5 6.3 69.2 167 114 149
"Renault" "Grand Scènic, Model Year May 2009 on" "2.0 dCi 160 FAP" "5" "Manual" 1995 "Diesel" 8.3 5.6 6.6 71.7 173 315 171
"Renault" "Avantime" "3.0 V6 24V (DE0T06)" "3" "Manual" 2946 "Petrol" 15.9 8.9 11.3 72.8 266 728 22
"Honda" "FR-V 07" "SE" "4" "Automatic" 1799 "Petrol" 10.6 6.6 8.1 71.1 190 180 12
"BMW" "7 Series E65/E66" "760i Saloon" "4" "Automatic" 5972 "Petrol" 20.7 9.5 13.6 73 327 181 49
"Seat" "Altea XL" "2.0 TDI (140 PS) DSG" "4" "Automatic" 1968 "Diesel" 7.7 5.1 6 72 160 191 172
"Peugeot" "Partner Tepee" "1.6 HDi (90 bhp) with 7 seat option" "4" "Manual" 1560 "Diesel" 7.2 5.2 5.9 73.7 154 93 200
"Mercedes-Benz" "C-Class Sports Coupé (C203)" "C230 245 Tyres at rear" "4" "Manual" 2497 "Petrol" 13.8 7.1 9.6 75 229 335 10
"Mercedes-Benz" "M-Class Model Year 2012" "ML 350 BLUETEC 4MATIC with 18 inch/19 inch rear wheels" "6" "Automatic" 2987 "Diesel" 8.2 6.7 7.2 72 189 305 72
"Ford" "Mondeo Pre-2004ﾽ Model Year" "2.0 TDCi (115PS) Saloon (16 inch tyre)" "3" "Automatic" 1998 "Diesel" 10.2 5.8 7.4 68 198 198 478
"Skoda" "Fabia Estate" "1.4 16V (100 bhp)" "4" "Manual" 1390 "Petrol" 9 5.4 6.7 73 161 130 42
"Mercedes-Benz" "V-Class (W638) Estate" "V230 Trend Estate" "3" "Manual" 2295 "Petrol" 16.9 9 11.9 74 284 400 100
"Mercedes-Benz" "CLK Coupé (C209)" "CLK 200 Kompressor 225 Tyres at rear" "4" "Automatic" 1796 "Petrol" 12.1 6.2 8.4 74 200 448 22
"Smart" "Forfour" "Forfour 1.3l (175 Tyres)" "4" "Manual" 1332 "Petrol" 7.4 4.8 5.8 73 138 325 22
"Mercedes-Benz" "E-Class Estate (S211)" "E280 CDI no DPF 245/265 Tyres at rear" "4" "Automatic" 2987 "Diesel" 11 6.4 8.1 71 215 79 201
"Audi" "A1" "1.4 TFSI Sport 122PS 7speed S-Tronic Stop-Start" "5" "Automatic" 1390 "Petrol" 6.5 4.4 5.2 71 119 411 34
"BMW" "X1 Series s/xDrive E84 From October 2009" "X1 xDrive23d - with particle filter" "5" "Manual" 1995 "Diesel" 7.3 5.2 6 74 158 158 150
"Renault" "Megane Coupé-Cabriolet 2010" "dCi 160 FAP" "5" "Manual" 1995 "Diesel" 8.6 5.6 6.7 71.7 175 282 152
"Ford" "Mondeo Model Year Pre 2012" "2.2 Duratorq (200PS) Estate" "5" "Manual" 2179 "Diesel" 7.8 5 6 69 159 295 130
"BMW" "3 Series E46" "320i Touring" "3" "Manual" 2171 "Petrol" 12.5 6.9 9 74 216 765 15
"Ford" "Focus Pre-2004ﾽ Model Year" "1.8i 16V 4 Door Saloon (15 inch tyre)" "3" "Manual" 1796 "Petrol" 10.2 6 7.5 71 179 895 43
"Toyota" "Yaris Hybrid MY2012" "T Spirit 1.5 VVT-I E-CVT" "5" "Automatic" 1497 "Hybrid" 3.4 3.7 3.7 73 85 197 6
"Vauxhall" "Astra 5 Door Hatchback, Model Year 2010" "1.6i 16v VVT 115PS with 16/17/18 inch wheel" "5" "Manual" 1598 "Petrol" 8.3 5.1 6.3 71 147 445 12
"Ford" "New Focus" "1.8 Duratorq TDCi 4 Door Saloon and Estate" "4" "Manual" 1753 "Diesel" 6.8 4.4 5.3 71 140 331 216
"Fiat" "Fiorino" "Combi 5 seat 1.3 MultiJet 95" "5" "Manual" 1248 "Diesel" 5.2 3.8 4.3 75 113 272 159
"Honda" "Civic 5 Door (2001 YM)" "1.4i SE" "3" "Automatic" 1396 "Petrol" 9.9 5.7 7.2 68.6 172 443 64
"Porsche" "Cayenne S" "6-speed" "4" "Manual" 4806 "Petrol" 22.1 10.8 14.9 77 358 166 24
"Jaguar Cars" "Jaguar 'S' Type" "3.0" "3" "Manual" 2967 "Petrol" 16.5 8.1 11.2 73.7 270 280 50
"Volvo" "V60 Model Year 13" "T3 Manual" "5" "Manual" 1596 "Petrol" 7.5 5.1 6 71 139 197 20
"Subaru" "Forester AWD (2008 Model Year)" "2.0 XEn" "4" "Automatic" 1994 "Petrol" 12.3 7.6 9.3 69.7 220 284 47
"Mercedes-Benz" "A-Class (W169) 5 Door" "A180 CDI with DPF 215 Tyres" "4" "Manual" 1992 "Diesel" 7.4 4.7 5.7 72 149 249 204
"Ford" "Mondeo, February 2004 Onwards" "2.0 Duratorq TDCi (130PS) Estate" "4" "Manual" 1998 "Diesel" 8.3 5 6.2 73 163 101 225
"Vauxhall" "Insignia 5 Door Hatchback, Model Year 2010" "1.6i 16v Turbo" "5" "Manual" 1598 "Petrol" 10.6 6 7.7 73 179 367 40
"Seat" "Ibiza" "1.9 TDI (110 bhp)" "3" "Manual" 1896 "Diesel" 6.5 4.1 5 73 135 166 409
"Mazda" "Mazda2 Model Year 2011" "1.5 3/5 Door (102PS)" "5" "Manual" 1498 "Petrol" 7.3 4.8 5.7 71 132 467 12
"Mercedes-Benz" "C-Class Saloon Model Year 2010" "C 200 CDI BlueEFFICIENCY with 225/45 or 245/40 17\" rear wheels" "5" "Automatic" 2143 "Diesel" 7.8 4.8 5.9 70 155 50 163
"BMW" "X5 Series E53" "X5 3.0i" "3" "Automatic" 2979 "Petrol" 18.1 9.9 12.9 75 312 613 23
"Vauxhall" "Astra Convertible, Model Year 2002" "1.6i 16v" "4" "Manual" 1598 "Petrol" 9.9 5.8 7.3 72 175 219 26
"Porsche" "Cayenne S" "Tiptronic S" "4" "Automatic" 4806 "Petrol" 20.2 10.1 13.7 76 329 289 16
"Porsche" "Cayman" "2.9" "5" "Manual" 2893 "Petrol" 13.8 6.9 9.4 75 221 343 28
"Seat" "Alhambra" "1.9 TDI PD Tiptronic (115 PS)" "3" "Automatic" 1896 "Diesel" 9.7 6.3 7.6 73 205 200 500
"Subaru" "Legacy (2001 Model Year)" "2.5 Outback Estate AWD" "3" "Automatic" 2457 "Petrol" 13.3 7.9 9.9 71.9 235 812 30
"Volvo" "C70 Coupé/Convertible Model Year 2001" "2.4T" "3" "Automatic" 2435 "Petrol" 16 8.1 11 69 263 1536 17
"Perodua" "Perodua Kenari" "GX Kenari" "3" "Manual" 989 "Petrol" 6.7 5 5.6 70.3 136 708 22
"Mercedes-Benz" "E-Class Saloon (W211)" "E220 CDI with DPF 205/225 Tyres at rear" "4" "Manual" 2148 "Diesel" 8.7 5 6.3 74 167 157 156
"Ford" "Fusion 2006 Model Year onwards" "1.6 Duratec" "4" "Automatic" 1596 "Petrol" 10.3 6.1 7.6 70 181 489 62
"Audi" "A3 (S, SE, Sport) From 2003" "1.6 FSI (115 PS)" "4" "Manual" 1598 "Petrol" 8.8 5.4 6.6 73 158 300 100
"Chrysler Jeep" "08MY Chrysler 300C" "3.0crd Saloon" "4" "Automatic" 2987 "Diesel" 10.8 6.6 8.1 72 215 18 179
"Porsche" "Cayenne S" "Hybrid Tiptronic" "5" "Automatic" 2995 "Hybrid" 8.7 7.9 8.2 74 193 220 39
"Mercedes-Benz" "E Class (S211) Estate" "E270 CDI (225 Tyres)" "3" "Automatic" 2685 "Diesel" 9.1 5.5 6.8 73 180 51 309
"Ford" "Focus Model Year Post 2012" "1.6 Duratec Ti-VCT (105PS) Estate" "5" "Manual" 1596 "Petrol" 8.1 4.8 6 70 139 435 41
"Alfa Romeo" "147" "1.9 JTD 16v M-Jet (140 bhp)" "3" "Manual" 1910 "Diesel" 8 4.7 5.9 74 157 342 331
"Mercedes-Benz" "B-Class (245) Saloon Model Year 2009" "B 200 CDI no DPF 205 Tyres at rear" "4" "Automatic" 1992 "Diesel" 7.6 5 6 71 159 40 217
"Mercedes-Benz" "CLC-Class Coupé Model Year 2010" "CLC 160  BlueEFFICIENCY with 245/35 18\" rear wheels" "4" "Manual" 1597 "Petrol" 10.2 5.9 7.5 72 178 421 7
"Volkswagen" "Passat Estate" "2.0 TDI (140 PS) DSG" "4" "Automatic" 1968 "Diesel" 8.8 5.5 6.6 71 174 112 209
"Ford" "Fiesta" "1.25i 16V (14 inch tyre)" "3" "Automatic" 1242 "Petrol" 9.4 6 7.3 71 171 623 29
"Daewoo Cars" "Matiz" "SE+ (SOHC)" "3" "Manual" 796 "Petrol" 7.9 5.1 6.1 70.9 161 700 100
"BMW" "3 Series E90/E91/E92/E93" "325i Touring" "5" "Automatic" 2996 "Petrol" 10.2 6.1 7.6 68 178 135 38
"Audi" "TT Coupé" "3.2 V6 250ps quattro S-Tronic" "4" "Automatic" 3189 "Petrol" 12.9 7.3 9.4 73 224 268 13
"Ford" "Focus C-Max, Pre 2009ﾼ Model Year" "2.0 Duratorq TDCi (136PS) (+DPF)" "4" "Automatic" 1997 "Diesel" 8 4.8 5.9 68 159 49 202
"Peugeot" "607" "2.0 HDi FAP (136 bhp)" "4" "Manual" 1997 "Diesel" 8.1 5 6.1 75 160 51 191
"Skoda" "Octavia Estate (from NOV 06 Wk 45>)" "1.6 FSI 115bhp" "4" "Manual" 1598 "Petrol" 8.7 5.4 6.6 74 158 64 29
"Volvo" "V70 Model Year 2002" "2.4 Bi-Fuel" "4" "Automatic" 2435 "Petrol" 14.5 7.7 10.2 74 244 469 52
"Toyota" "Yaris Hybrid, MY2012" "T Spirit 1.5 VVT-i E-CVT" "5" "Automatic" 1497 "Hybrid" 3.4 3.7 3.7 73 85 197 6
"Mercedes-Benz" "Vito Model Year 2011" "113CDI Traveliner Compact EU5 BlueEFFICIENCY" "5" "Manual" 2143 "Diesel" 8.9 6.5 7.3 75 192 175 226
"Honda" "Insight Model Year 2012" "1.3 IMA HE HE-T" "5" "Automatic" 1339 "Hybrid" 4.3 4 4.1 69 96 75 7
"Fiat" "Doblo" "1.4 High Roof" "5" "Manual" 1368 "Petrol" 9.5 6.1 7.4 72 171 555 29
"Audi" "A5 Cabriolet" "2.0 TFSI quattro 211PS 7speed S-Tronic Stop-Start" "5" "Automatic" 1984 "Petrol" 8.8 6.1 7.2 74 164 505 45
"Audi" "A4 Saloon S line" "2.5 V6 TDI multitronic (163 PS)" "4" "Automatic" 2496 "Diesel" 9.4 5.8 7.1 72 192 163 159
"Porsche" "Cayenne Turbo" "Tiptronic S" "4" "Automatic" 4806 "Petrol" 22.5 10.5 14.9 73 358 306 33
"BMW" "3 Series E90/E91/E92/E93" "318d Touring - with particle filter - up to February 2010" "5" "Manual" 1995 "Diesel" 5.8 4.2 4.8 70 125 75.5 149.4
"Peugeot" "3008, From October 2009 onwards" "1.6 HDi FAP (110 bhp)" "4" "Automatic" 1560 "Diesel" 6.1 4.5 5.1 73 135 144 175
"Volkswagen" "LT 35 Kombi MWB - LWB" "2.8 (158 PS) TDI Axle Ratio 3.727" "3" "Manual" 2799 "Diesel" 13.3 8.3 10.2 75 246 500 500
"Vauxhall" "Vectra, Model Year 2003" "2.2 DTI 16v Elegance/Elite/LS/SXI 4/5 Door Saloon/Hatchback From VIN: W0L0ZCF6931077952/W0L0ZCF6838056497" "3" "Automatic" 2172 "Diesel" 10.4 5.6 7.4 73 199 300 500
"Honda" "CR-Z Model Year 2011" "1.5 IMA S Sport GT" "5" "Manual" 1497 "Hybrid" 6.1 4.4 5 71 117 138 17
"Saab" "9-3 MY2006 5 Door Estate" "1.9 TID (120 bhp)" "4" "Manual" 1910 "Diesel" 7.3 4.5 5.5 73 149 166 248
"Volkswagen" "Bora" "V5 Tipronic (170 bhp)" "4" "Automatic" 2324 "Petrol" 13.9 7.4 9.8 73 235 661 17
"Audi" "A4 Avant (Standard, SE &amp; Sport)" "1.9 TDI Multitronic (130 PS)" "3" "Automatic" 1896 "Diesel" 7.6 4.8 5.7 71 152 300 400
"Volvo" "S40 Model Year 08" "2.0" "4" "Manual" 1997 "Diesel" 7.6 4.8 5.8 73 153 31 213
"BMW" "Z4 Series E85/E86" "Z4 2.5si Roadster" "4" "Manual" 2497 "Petrol" 12 6.3 8.4 73 202 374 12
"Audi" "Q7" "4.2 V8 FSI quattro 350PS Tiptronic" "4" "Automatic" 4163 "Petrol" 19.1 10 13.3 73 317 277 36
"Audi" "New A4 Saloon" "2.0 (130 PS) multitronic" "4" "Automatic" 1984 "Petrol" 11 6.3 8 71 192 705 38
"Proton" "Satria" "1600 3 Door Hatchback" "3" "Manual" 1597 "Petrol" 15.3 6.7 9.9 73.4 236 880 50
"Skoda" "New Octavia" "2.0 FSI Tiptronic (150 bhp)" "4" "Automatic" 1968 "Petrol" 11.9 6.4 8.4 73 202 316 41
"Volvo" "XC60 Model Year 2012" "D3 FWD DRIVe Manual" "5" "Manual" 1984 "Diesel" 6.9 4.9 5.7 73 149 293 135
"Volkswagen" "Eos, Model Year 2011" "2.0 TSI 210PS Exclusive" "5" "Manual" 1984 "Petrol" 9.6 5.4 7.1 71 165 268 37
"Honda" "HR-V (2000 YM)" "HR-V 4wd 5 door" "3" "Automatic" 1590 "Petrol" 9.9 7.5 8.4 71.2 201 1388 38
"Seat" "Cordoba" "1.9 TDI (130 PS)" "3" "Manual" 1896 "Diesel" 6.8 4.3 5.2 72 140 100 500
"BMW" "5 Series F10/F11 From March 2010" "530d Saloon - 245/45 R18 tyres front & 275/40 R18 tyres rear" "6" "Automatic" 2993 "Diesel" 6.4 5 5.5 70 145 170 40
"Mercedes-Benz" "Vito Model Year 2011" "113CDI Traveliner Long EU5 BlueEFFICIENCY" "5" "Manual" 2143 "Diesel" 8.9 6.5 7.3 75 190 175 225
"Land Rover" "Range Rover Evoque, Model Year 2013" "2.2L TD4 Coupé Manual 2WD" "5" "Manual" 2179 "Diesel" 5.9 4.5 4.9 72 129 280 128
"Mazda" "Xedos 9" "2.5" "3" "Automatic" 2497 "Petrol" 15.1 8.1 10.7 70 258 923 30
"BMW" "5 Series E60/E61" "523i Saloon - from March 2005" "4" "Automatic" 2497 "Petrol" 13.4 6.9 9.3 69 224 222 22
"Mitsubishi" "Colt 3 Door" "Juro" "5" "Manual" 1332 "Petrol" 7.2 4.7 5.6 74 130 408 22
"Chevrolet" "Orlando, MY2011" "2.0LTZ VCDi (163PS)" "5" "Manual" 1998 "Diesel" 7.9 4.9 6 71.3 159 267 131
"Lexus" "CT200h, MY2013" "CT200h SE" "5" "Automatic" 1798 "Hybrid" 4.1 4 4.1 67.7 94 187 3
"Mercedes-Benz" "E-Class (W210) Saloon" "E 55 AMG" "3" "Automatic" 5439 "Petrol" 18.8 8.7 12.5 73 299 592 17
"Ford" "Fiesta" "1.8 TDdi  E-Diesel" "3" "Manual" 1753 "Diesel" 5.9 3.7 4.5 71 120 373 473
"Audi" "A6 Avant S line" "2.4 V6 mutitronic (177 PS)" "4" "Automatic" 2393 "Petrol" 14.1 7.5 10 74 240 425 23
"Ford" "Galaxy, Model Year Pre 2010" "2.3 Duratec (160PS)" "4" "Automatic" 2261 "Petrol" 13.8 7.5 9.8 70 235 476 63
"Volkswagen" "New Passat Saloon" "1.6 FSI (115 PS)" "4" "Manual" 1598 "Petrol" 10.1 6.2 7.6 74 182 91 36
"Vauxhall" "Vectra, MY2007 5 Door Estate" "1.9 CDTI 16v 150PS with 19\" tyre 5 Door Estate" "4" "Manual" 1910 "Diesel" 7.6 4.9 5.9 74 159 143 183
"Mercedes-Benz" "E Class (S211) Estate" "E220 CDI (225 Tyres)" "3" "Automatic" 2148 "Diesel" 8.8 5.3 6.6 74 173 88 385
"Lexus" "GS, MY2012" "GS450h Luxury & Premier" "5" "Automatic" 3456 "Hybrid" 6.7 5.5 6.1 70.1 141 185 6
"Toyota" "Prius, Model Year 2009" "T3 1.8VVT-i hybrid E-CVT" "5" "Automatic" 1798 "Hybrid" 3.9 3.7 3.9 69 89 258 6
"Volvo" "V70, Model Year 2013" "T6 AWD Auto" "5" "Automatic" 2953 "Petrol" 14.8 7.5 10.2 74 237 219 29
"Toyota" "Prius" "1.5 VVT-i Hybrid" "4" "Automatic" 1497 "Hybrid" 5 4.2 4.3 69 104 180 10
"Citroen" "C5" "2.0i 16v" "4" "Automatic" 1997 "Petrol" 12.4 6.4 8.6 70.8 206 767 20
"Vauxhall" "Astra GTC, Model Year 2012" "1.4i 16v VVT Turbo 120PS Start/Stop with 18/19 inch wheels" "5" "Manual" 1362 "Petrol" 7.8 4.9 6 72 140 317 10
"Lexus" "GS, MY2012" "GS450h F SPORT" "5" "Automatic" 3456 "Hybrid" 6.9 5.7 6.2 70 145 185 6
"Volkswagen" "Eos" "2.0 TSI (200ps)" "5" "Manual" 1984 "Petrol" 10.3 6.2 7.7 73 178 245.5 27.8
"BMW" "5 Series F10/F11 From March 2010" "530i Saloon - 245/45 R18 tyres front & 275/40 R18 tyres rear" "5" "Automatic" 2996 "Petrol" 10.3 6 7.6 74 178 115 31
"Saab" "9-5 Saloon Model Year 2009" "2.0T (150ps)" "4" "Automatic" 1985 "Petrol" 14.9 7.6 10.3 69 244 449 14
"Vauxhall" "Vectra MY2008 5 Door Estate" "2.0i 16v Turbo with 19\" wheel" "4" "Manual" 1998 "Petrol" 12.8 6.6 8.9 73 214 636 21
"Toyota" "Auris Hybrid MY2010" "T Spirit 1.8 VVT-i hybrid E-CVT" "5" "Automatic" 1798 "Hybrid" 4 4 4 70 93 171 6
"Maserati" "Spyder" "GT" "4" "Manual" 4244 "Petrol" 26.1 12.5 17.5 74 400 655 68
"Vauxhall" "Meriva MY2008" "1.3CDTi 16v" "4" "Manual" 1248 "Diesel" 6.2 4.3 5 71 135 138 177
"Mercedes-Benz" "A-Class (W168) Hatchback" "A170 CDI" "3" "Automatic" 1689 "Diesel" 7.4 4.4 5.5 71 145 140 434
"Ford" "Mondeo, Model Year Post 2010" "2.0 Duatorq (140PS) Estate" "5" "Manual" 1997 "Diesel" 6.4 4.6 5.3 70 139 352 161
"Citroen" "DS3" "e-HDi 110 Airdream" "5" "Manual" 1560 "Diesel" 4.6 3.4 3.8 73.7 99 344 135
"Vauxhall" "Corsa 3 Door Hatchback, Model Year 2011" "VXR 1.6l 16V Turbo" "5" "Manual" 1598 "Petrol" 9.8 5.9 7.3 74 172 320 41
"Vauxhall" "Corsa MY2008 3 Door Hatchback" "1.7CDTi 16v 125PS" "4" "Manual" 1686 "Diesel" 6.2 4 4.8 72 130 173 118
"Renault" "Grand Espace" "2.0 Turbo" "4" "Manual" 1998 "Petrol" 12.5 7.9 9.6 70.7 227 602 41
"Maserati" "Granturismo" "S Automatic" "5" "Automatic" 4691 "Petrol" 23.2 10.5 15.2 73.3 354 506 24
"Citroen" "C1" "1.0i 68 5 door" "5" "Manual" 998 "Petrol" 5.1 3.8 4.3 71 99 419 6
"Vauxhall" "Astra Convertible, MY2005" "2.0i 16v Turbo Base 2 Door Convertible" "4" "Manual" 1998 "Petrol" 12.5 6.8 8.9 73 214 179 38
"Toyota" "Auris , MY2013" "Icon 1.8 VVT-i hybrid" "5" "Automatic" 1798 "Hybrid" 3.7 3.7 3.8 71 87 124 6
"Ford" "Fiesta Pre-2004ﾽ Model Year" "1.4 Duratorq TDCi CL (15/16 inch tyre)" "3" "Manual" 1399 "Diesel" 5.5 3.9 4.5 70 119 154 423
"Subaru" "WRX STI, 2011 MY" "WRX STI Type UK - 4 Door" "5" "Manual" 2457 "Petrol" 14.1 8.4 10.5 74 243 188 18
"BMW" "5 Series E39" "540i Saloon" "3" "Automatic" 4398 "Petrol" 18.2 8.9 12.3 73 295 450 84
"Honda" "Civic Hybrid Model Year 2009" "1.4 IMA ES Saloon" "5" "Automatic" 1339 "Hybrid" 5.2 4.3 4.6 68 109 190 12
"Kia" "Sedona" "2.9" "3" "Automatic" 2902 "Diesel" 11.4 6.8 8.5 71.4 226 60 540
"Audi" "A4 Avant (from NOV 06 Wk 45 >)" "3.2 V6 256ps quattro" "4" "Manual" 3123 "Petrol" 15.8 7.6 10.9 71 252 462 31
"Ford" "Galaxy" "2.8i CD-V6 24V" "4" "Automatic" 2792 "Petrol" 16.8 9.2 12 73 288 449 16
"Toyota" "Aygo" "1.4 D-4D 3 & 5 door" "4" "Manual" 1398 "Diesel" 5.3 3.4 4.1 71.2 109 180 240
"Mitsubishi" "Space Star" "1.8 S" "4" "Manual" 1834 "Petrol" 10 6.2 7.6 73 180 564 15
"Volkswagen" "Transporter Kombi SWB & LWB Low Roof From Oct 2003" "T30 (104 PS) TDI PD 1.9" "3" "Manual" 1896 "Diesel" 9.5 6.7 7.7 72 208 100 600
"Mercedes-Benz" "C-Class Saloon Model Year 2012" "C 350 with 17 inch rear wheels ECO Start/Stop" "5" "Automatic" 3498 "Petrol" 9.4 5.3 6.8 71 159 118 20
"Ford" "Mondeo, Pre 2009ﾽ Model Year" "1.8 Duratorq TDCi (100PS) Estate" "4" "Manual" 1753 "Diesel" 7.4 4.7 5.7 69 151 275 235
"Ford" "Focus Model Year Post 2012" "1.6 Duratec Ti-VCT (125PS) Estate" "5" "Automatic" 1596 "Petrol" 9.3 4.8 6.4 70 149 597 44
"Peugeot" "508 SW, From April 2011 onwards" "2.2 HDi FAP (200 bhp)" "5" "Automatic" 2179 "Diesel" 8.1 4.7 5.9 74 154 236 159
"Mercedes-Benz" "Vaneo" "1.6 Family" "3" "Manual" 1598 "Petrol" 10.7 6.5 8 73 192 526 42
"Volvo" "V70, Model Year 2012" "DRIVe Manual" "5" "Manual" 1590 "Diesel" 5.3 4.1 4.5 72 119 207 147
"Vauxhall" "Tigra Model Year 2009" "1.8i 16v" "4" "Manual" 1786 "Petrol" 10.4 5.8 7.5 73 179 298 35
"Kia" "Rio 5-door" "'1' 1.25 84bhp" "5" "Manual" 1248 "Petrol" 6 4.3 5 72 114 637 11
"Honda" "Accord Tourer, Model Year 2012" "2.2 i-DTEC ES" "5" "Automatic" 2199 "Diesel" 8.2 5.2 6.3 68 164 109 143
"Mercedes-Benz" "E Class (S211) Estate" "E 220 CDI (205 Tyres)" "3" "Manual" 2148 "Diesel" 9.6 5.3 6.9 74 183 100 400
"Ford" "Focus, Model Year Post 2010¼" "1.6 Duratorq TDCi (109PS) Estate (+DPF)" "5" "Manual" 1560 "Diesel" 5.6 3.7 4.4 70 115 347 132
"Kia" "Sportage" "2.0 4x2" "4" "Manual" 1975 "Petrol" 10.4 6.6 8 74 190 364 18
"Subaru" "Legacy AWD 2008/09 MY" "2.5SE Saloon" "4" "Automatic" 2457 "Petrol" 11.9 6.5 8.5 69.3 200 305 5
"Saab" "9-3 SportWagon Model Year 2009" "1.9TTiD (180ps)" "4" "Automatic" 1910 "Diesel" 9.7 5.2 6.9 75 182 53 207
"Honda" "NSX" "3.2i Targe (Open Top)" "3" "Manual" 3179 "Petrol" 17.9 9.1 12.4 72 291 700 100
"Mercedes-Benz" "A-Class (W169) 5 Door" "A200 215 Tyres" "4" "Manual" 2035 "Petrol" 9.6 6.1 7.4 74 176 145 15
"BMW" "1 Series 5-door F20, From September 2011" "M135i 5-door - 225/40 R18 tyres front / 245/35 R18 tyres rear" "5" "Automatic" 2979 "Petrol" 10.3 5.8 7.5 73 175 433 17
"Peugeot" "206" "1.9 D (70 bhp)" "3" "Manual" 1868 "Diesel" 7.4 4.4 5.5 71.8 144 307 387
"Mercedes-Benz" "B-Class (T245) MY09" "B 170 BlueEFFICIENCY 195/205 Tyres at rear" "4" "Manual" 1699 "Petrol" 7.9 5.5 6.4 71 152 377 10
"Peugeot" "Expert Tepee" "2.0 HDi (120 bhp) Leisure L1 8/9 Seats" "4" "Manual" 1997 "Diesel" 9.3 6.5 7.5 74.9 198 392 266
"Skoda" "Citigo" "1.0 MPI 60PS Stop-Start" "5" "Manual" 999 "Petrol" 5 3.6 4.1 71 96 335 29
"Chrysler Jeep" "Jeep Patriot" "08 MY 2.4" "4" "Manual" 2359 "Petrol" 11.3 7.2 8.7 74 206 554 3
"Mercedes-Benz" "New C-Class (W203) Saloon" "C220 CDI" "3" "Automatic" 2148 "Diesel" 8.5 5 6.2 71 164 200 400
"BMW" "1 Series 3-door F21, From September 2012" "120d 3-door - 225/45 R17 tyres front & rear" "5" "Automatic" 1995 "Diesel" 5.2 3.9 4.4 75 116 190 141
"Mercedes-Benz" "B-Class (T245) MY09" "B 200 Turbo 205 Tyres at rear" "4" "Automatic" 2035 "Petrol" 10.5 6.7 8.1 71 195 651 7
"Peugeot" "308 Hatchback" "1.4 VTi 98" "5" "Manual" 1397 "Petrol" 8.4 5.1 6.3 73.7 144 476 46
"Mercedes-Benz" "E-Class Coupé Model Year 2010" "E 250 CDI BlueEFFICIENCY with 255/40 17\" or 255/35 18\" rear wheels" "5" "Manual" 2143 "Diesel" 7.1 4.7 5.6 72 148 175 157
"Honda" "Civic 3 Door (2001 YM)" "Type-R" "3" "Manual" 1998 "Petrol" 12.3 7 8.9 72 212 475 28
"Nissan" "Primastar" "2.0 dCi SWB/LWB Quickshift" "4" "Manual" 1995 "Diesel" 9.1 7.4 8 68.5 213 255 365
"Audi" "A6 Saloon" "2.4 V6 177ps" "4" "Manual" 2393 "Petrol" 14.1 7.1 9.7 74 231 604 17
"Honda" "Civic 06" "1.8 i-VTEC SE" "4" "Automatic" 1799 "Petrol" 9 5.4 6.7 69.5 158 190 6
